Word, Sadness, Joy, Love, Anger, Fear, Surprise
bertahan,0,0,1,0,0,0
dunia,0,0,1,0,0,0
tagline,2,1,0,0,0,0
proton,0,0,0,0,1,0
jaya,2,0,0,0,1,0
selangor,0,0,0,0,1,0
rdm,1,0,0,0,0,0
blm,1,0,0,0,0,0
hnm,1,0,0,0,0,0
whm,1,0,0,0,0,0
servillo,1,0,0,0,0,0
wrinkled,1,2,0,1,0,0
mcflys,0,0,0,1,0,0
supercity,0,0,0,1,0,0
materialised,0,0,0,1,0,0
deflecting,0,0,0,0,1,0
khemri,0,1,0,0,0,0
squelched,0,1,0,0,0,0
veri,0,1,0,0,0,1
bloggette,0,1,0,0,0,0
kshow,0,1,0,0,0,1
hazards,0,0,0,1,0,0
bada,0,1,0,0,0,0
overusing,1,1,0,0,0,1
preenrollment,0,0,0,0,1,0
happpy,0,1,0,0,0,0
eagriffin,0,1,0,0,0,0
compactor,1,0,0,0,0,0
relaively,0,1,0,0,0,0
drm,0,2,0,0,1,0
kutahya,0,1,0,0,0,0
rileys,1,0,0,0,0,0
dissappear,0,1,0,0,0,0
breakingupwithcaptaincrunch,0,1,0,0,0,0
adare,0,0,1,0,0,0
eyesright,0,0,0,0,1,0
consecrates,0,0,1,0,0,0
stargazing,1,0,1,0,0,0
misscray,1,0,0,0,0,0
neverwhere,0,1,0,0,0,0
microsurgical,0,1,0,0,0,0
janne,0,0,0,0,1,0
suominen,0,0,0,0,1,0
faq,0,0,0,2,0,0
crem,1,0,0,0,0,0
bonjour,1,0,0,0,0,0
mwan,0,2,0,0,0,0
angu,0,2,0,0,0,0
deprieved,1,0,0,0,0,0
timotei,1,0,0,0,0,0
atra,0,1,0,0,0,0
prn,0,0,0,1,0,0
lestat,0,2,0,0,0,0
esposo,0,1,0,0,0,0
ensues,1,1,0,1,0,0
bootstraps,1,0,0,0,0,0
emrie,0,0,0,0,1,0
trekkie,1,0,0,0,0,0
brewboard,1,0,0,0,0,0
atrocity,0,1,0,1,0,0
lanc,1,0,0,0,0,0
thoughtswilldoo,1,0,0,0,0,0
dusts,0,0,0,1,0,0
hahahas,0,0,0,1,0,0
moulmein,0,0,0,0,0,1
altercations,0,1,0,0,0,0
apologist,0,1,1,0,0,0
brison,0,1,1,0,0,0
intriguingly,0,1,0,0,0,0
oblged,0,1,0,0,0,0
discontinuing,1,1,0,0,0,0
newsgroup,1,0,0,0,0,0
jibe,0,1,0,0,0,0
kole,0,3,0,0,0,0
boise,1,0,0,0,1,0
prema,0,1,0,0,0,0
godman,0,1,0,0,0,0
sathya,0,1,0,0,0,0
hazelle,1,0,0,0,0,0
companionable,0,1,0,0,0,0
mutilation,0,0,0,1,1,0
latrine,0,0,0,1,0,0
lorries,0,0,0,1,0,0
thyroxine,1,0,0,0,0,0
celebro,0,1,0,0,0,0
noche,0,1,0,0,0,0
apertura,0,1,0,0,0,0
tienda,0,1,0,0,0,0
centro,0,1,0,0,0,0
comercial,0,1,0,0,0,0
antara,0,1,0,0,0,0
concepto,0,1,0,0,0,0
resetting,0,1,0,0,1,0
vapes,1,0,0,0,0,0
srslythisisit,0,1,0,0,0,0
aruk,0,1,0,0,0,0
disapporval,0,1,0,0,0,0
applz,1,0,0,0,0,0
nonna,3,0,0,0,0,0
alissa,1,0,0,0,1,0
integrates,1,0,0,0,0,0
banquettes,0,1,0,0,0,0
blindworm,0,0,0,1,0,0
debase,0,1,0,0,0,0
viridiana,0,0,0,1,1,0
abstention,1,0,0,0,0,0
unspeakables,0,0,0,0,0,1
mezmorizing,0,0,0,0,0,1
choicesgoogles,0,1,0,0,0,0
kurang,0,0,0,1,0,0
laa,1,0,0,1,0,0
gamely,0,1,0,0,0,0
rfl,0,0,0,1,0,0
creditability,0,0,0,0,1,0
smooching,0,0,1,0,0,0
compulsiveness,0,0,0,1,1,0
parce,1,0,0,0,0,0
vaux,1,0,0,0,0,0
bien,1,0,0,0,0,0
surtout,1,0,0,0,0,0
suis,1,1,0,0,0,0
une,1,0,0,0,0,0
bretonne,1,0,0,0,0,0
eitheir,1,0,0,1,0,0
instants,1,0,0,0,0,0
rowland,0,0,0,0,0,1
guernica,0,1,0,0,0,0
mukhlis,0,0,1,0,0,0
msa,0,0,1,0,0,0
slp,1,0,0,0,0,0
sands,0,0,0,0,0,1
ghostcrawler,0,0,0,1,0,0
reparation,1,0,0,0,0,0
diaps,0,1,0,0,0,0
eny,0,0,0,1,0,0
briefed,0,0,0,1,0,0
tellin,0,0,0,1,1,0
dancy,0,1,0,0,0,0
charlatan,1,0,0,0,1,0
pritchard,0,1,0,0,0,0
anders,1,1,0,0,0,0
totting,1,0,0,0,0,0
environmentaly,0,0,0,0,0,1
freindly,0,0,0,0,0,1
bahaiviews,0,1,0,0,0,0
despises,0,1,0,0,0,0
braking,0,2,0,0,0,0
cking,1,0,0,1,1,0
exulting,1,0,0,0,0,0
volturi,1,0,0,0,0,0
westchester,0,0,0,1,0,0
loveboshi,1,0,0,0,0,0
fronting,0,0,0,0,1,0
overthrow,0,0,0,0,0,1
themodernelizabeth,1,0,0,0,0,0
ably,0,1,0,0,0,0
bitchhh,0,0,0,1,0,0
mantovani,0,1,0,0,0,0
freeware,0,0,0,0,1,0
watercolors,0,0,1,0,0,0
kittos,1,0,0,0,0,0
kitto,1,0,0,0,0,0
bushel,1,0,0,0,0,0
outoftheway,0,0,0,0,1,0
neccessarily,0,0,1,0,0,0
termoil,0,0,1,0,0,0
parsimony,1,0,0,0,0,0
reavers,0,0,0,0,1,0
flamers,0,0,0,0,1,0
tzeetch,0,0,0,0,1,0
burna,0,0,0,0,1,0
bomers,0,0,0,0,1,0
bytes,0,1,0,0,0,0
halford,0,1,0,0,0,0
indivdiduals,0,0,0,0,1,0
espionage,0,0,0,0,1,0
ministerial,0,1,0,0,0,0
peres,0,1,0,0,0,0
ynet,0,1,0,0,0,0
mez,0,1,0,0,0,0
hyaluronate,0,1,0,0,0,0
posiebalms,0,1,0,0,0,0
dmaned,0,1,0,0,0,0
blustering,0,1,0,0,0,0
coldwear,1,0,0,0,0,0
trickster,0,0,0,0,0,1
yakjuj,0,0,0,0,1,0
makjuj,0,0,0,0,1,0
gog,0,0,0,0,1,0
vehementoolbox,1,0,0,0,0,0
nonsenses,0,1,0,0,0,0
soulpancake,0,0,1,0,0,0
supremacists,1,0,0,0,0,0
hungarian,0,0,0,1,0,0
icebreaking,0,1,0,0,0,0
opeth,0,0,0,1,0,0
reveries,1,0,0,1,0,0
neato,0,0,0,0,0,1
withers,2,0,0,0,0,0
insoles,1,0,0,0,0,0
milie,1,0,0,0,0,0
grousings,0,1,0,0,0,0
zerohedge,0,1,0,0,0,0
muppets,0,1,0,0,0,0
scrooges,3,0,1,0,0,0
annually,1,0,0,0,0,0
commercialised,1,1,0,0,0,0
swaziland,0,0,0,0,1,0
parodies,1,0,0,1,0,0
admonishes,0,0,0,0,1,0
paragon,0,1,0,0,1,0
marlinspike,0,1,0,0,0,0
cter,0,1,0,0,0,0
niy,0,1,0,0,0,0
spitfires,0,1,0,0,0,0
dishearted,1,0,0,0,0,0
strangthening,1,0,0,0,0,0
aainaa,2,0,0,0,0,0
nadira,1,0,0,0,0,0
coul,0,1,0,0,1,0
dhave,0,1,0,0,0,0
muchi,0,1,0,0,0,0
consultative,0,1,0,0,0,0
midwifes,1,0,0,0,0,0
codered,0,1,0,0,0,0
dormmates,1,0,0,0,0,0
shlump,0,1,0,0,0,0
lifelessness,0,0,0,0,1,0
moisturise,1,1,0,0,0,0
cloths,0,1,0,0,0,0
audra,0,1,0,0,0,0
mukti,0,1,0,0,0,0
voxish,0,1,0,0,0,0
clobbered,1,0,0,0,0,0
tooks,1,0,0,0,0,0
tums,0,2,0,0,0,0
skillet,0,1,0,0,0,0
methadone,0,1,0,0,1,0
electrolytes,1,0,0,0,0,0
postmortem,0,1,0,0,0,0
gujju,0,1,0,0,0,0
disproportionally,1,0,0,0,0,0
reddened,1,0,0,0,0,0
influencers,0,1,0,0,0,0
perrotta,0,1,0,0,0,0
latinas,0,0,1,0,0,0
throughought,0,0,0,0,1,0
fraternizing,0,1,0,0,0,0
shakky,0,1,0,0,0,0
rayleigh,0,1,0,0,0,0
bts,1,0,0,1,0,0
sampler,0,0,1,0,0,0
indelicate,0,1,0,0,0,0
gumpy,0,0,1,0,0,0
prisioner,1,0,0,0,0,0
iritated,0,0,0,1,1,0
kennys,1,0,0,0,0,0
vandalised,0,0,0,1,0,0
itsinthedetails,0,1,0,0,0,0
jonty,0,1,0,0,0,0
coppersmiths,0,1,0,0,0,0
toal,0,1,1,0,0,0
revison,0,0,0,1,0,0
liliths,0,1,0,0,0,0
bassjackers,1,0,0,0,0,0
unispired,1,0,0,0,0,0
mischa,0,0,0,0,1,0
shirou,0,0,0,0,1,0
negroni,1,0,0,0,0,0
bhopal,0,0,0,1,0,0
tans,0,1,0,0,1,0
paleness,0,0,0,0,1,0
frau,1,0,0,0,0,0
inquisitor,1,0,0,0,0,0
teeniest,0,1,0,0,0,0
imageswitch,0,1,1,0,0,0
uncomforatble,0,0,0,1,1,0
tastykake,0,0,0,1,0,0
plumped,1,1,0,0,0,0
reacclimating,0,0,0,0,1,0
excell,0,1,0,0,0,0
palmetto,0,0,1,1,0,0
handyman,0,1,0,0,0,0
notlikeacat,0,1,0,0,0,0
gynae,0,2,0,0,0,0
wolfowitz,1,0,0,0,0,0
disrepute,1,0,0,0,0,0
limericks,0,1,0,0,0,0
sculptures,0,2,1,0,3,0
memaw,0,1,0,0,0,0
guang,0,1,0,0,0,0
xu,0,1,0,0,0,0
comportable,0,0,0,1,0,0
offenders,0,0,1,2,0,0
puters,1,0,0,0,0,0
prioritized,1,0,0,1,0,0
rikshaw,0,0,0,1,0,0
crowing,1,0,0,0,0,0
premarital,1,0,0,1,0,0
handbooks,0,0,0,1,0,0
beautify,1,1,0,0,0,0
sfwa,0,0,0,0,1,0
iell,0,1,0,0,0,0
cysts,1,1,1,0,0,0
kas,1,0,0,0,0,0
asgirls,1,0,0,0,0,0
outlooks,1,0,0,0,0,0
compagnon,0,0,1,0,0,0
connery,0,0,0,1,0,0
henchmen,0,0,0,2,0,0
reszo,1,0,0,0,0,0
hideo,0,1,0,0,0,0
konami,0,1,0,0,0,0
mayorbloombergkingofnewyork,1,0,0,0,0,0
settee,0,2,0,0,0,0
lul,1,0,0,0,0,0
tandems,0,1,0,0,0,0
osteopath,0,0,2,0,0,0
akashas,1,0,0,0,0,0
actualities,1,0,0,0,0,0
unseemly,0,0,0,0,1,0
neuroticworkaholic,1,0,0,0,0,0
waaayy,1,0,0,0,0,0
syok,0,1,0,0,0,0
broddah,0,1,0,0,0,0
consigned,2,0,0,0,1,0
biigg,0,1,0,0,0,0
scurrying,1,0,0,0,0,0
impervious,2,1,0,0,0,0
amabout,0,1,0,0,0,0
decors,0,1,0,0,0,0
horseplayers,0,0,0,0,1,0
kaboom,0,1,0,0,0,0
evenme,0,1,0,0,0,0
dank,1,0,1,1,0,0
bohemianseas,1,0,0,0,0,0
farting,2,0,0,0,0,0
rancho,0,1,0,0,0,0
gordo,0,1,0,0,0,0
rucksack,0,0,1,0,1,0
ooohs,0,0,0,1,0,0
aaahs,0,0,0,1,0,0
nouement,1,0,0,0,0,0
springsteen,0,0,0,2,0,0
sophies,0,1,2,0,0,1
manouvere,0,0,0,1,0,0
budgeted,0,0,0,0,1,0
wyatts,1,0,0,0,0,0
ppv,1,0,0,0,0,0
deliberations,0,1,0,0,0,0
gambian,0,1,0,0,0,0
gumbo,1,0,0,0,0,0
breading,1,0,0,0,0,0
vitatop,0,0,1,0,0,0
planetwaves,0,1,0,0,0,0
khatsii,0,0,0,0,1,0
intensifies,1,0,0,0,0,0
viraham,0,0,1,0,0,0
portay,0,1,0,0,0,0
overpronounced,0,0,0,0,1,0
disrepsectful,0,0,0,1,0,0
bocreca,1,0,0,0,0,0
marisa,1,0,0,0,0,0
aleena,1,0,0,0,0,0
theroadsofar,1,0,0,0,0,0
clearances,0,1,0,0,0,0
hickories,0,1,0,0,0,0
discusting,0,0,0,0,1,0
workmanlike,0,0,0,0,1,0
belugas,0,1,0,0,0,0
barperson,0,0,0,1,0,0
acquiescing,1,0,0,0,0,0
puncture,1,1,0,0,0,0
syringe,1,0,0,0,0,0
bodystyler,1,0,0,0,0,0
azaleas,0,0,1,0,0,0
whenver,0,1,0,0,0,0
drafters,0,1,0,0,0,0
queeny,0,0,0,0,0,1
swears,0,1,1,0,0,0
blogapalloosa,0,1,0,0,0,0
lisaandbryan,0,0,1,0,0,0
bodywash,0,1,0,0,0,0
tgifridays,1,0,0,0,0,0
bebo,1,0,0,0,0,0
bitacoras,1,0,0,0,0,0
alles,0,1,0,0,0,0
windstorm,0,0,0,1,0,0
sycamore,1,0,0,0,0,0
inauspicious,1,0,0,0,0,0
sammich,0,0,0,1,0,0
amau,1,0,0,0,0,0
keenings,1,0,0,0,0,0
wailings,1,0,0,0,0,0
wonderings,1,0,0,0,0,0
matchy,1,4,0,0,0,0
squib,0,1,0,0,0,0
irene,0,2,0,0,0,0
meteorologist,0,1,0,0,0,0
davitt,0,1,0,0,0,0
snook,1,1,0,0,0,0
humanized,0,0,1,0,0,0
neenie,0,1,0,0,0,0
shinya,1,0,0,0,0,0
aokis,1,0,0,0,0,0
hirotas,1,0,0,0,0,0
chihuahua,0,0,0,0,1,0
transpeople,0,0,1,1,0,0
libertarianism,0,1,0,0,0,0
unsulted,0,0,0,1,0,0
soemthing,0,0,0,1,1,0
ordinariness,0,0,1,0,0,0
regatta,1,0,0,0,0,0
lowes,0,0,1,0,0,0
sakaguchi,0,0,2,0,0,0
esos,0,0,1,0,0,0
conservatorium,0,1,0,0,0,0
munter,0,0,1,0,0,0
omd,1,0,0,0,0,0
augmented,1,1,0,0,0,0
norwex,0,1,0,0,0,0
fernandez,0,1,0,0,0,0
recipies,0,0,0,1,0,0
naktuka,1,0,0,0,0,0
carvalho,1,0,0,0,0,0
rhines,0,0,0,1,0,0
cartographer,0,1,0,0,0,0
laundering,0,1,0,0,1,0
sprinkling,0,3,0,1,0,0
bangui,0,0,0,1,0,0
windmills,1,0,0,1,0,0
ilocos,0,0,0,1,0,0
nbuying,0,1,0,0,0,0
inventions,0,0,0,0,1,0
boudreaux,0,1,0,0,0,0
dwindled,0,1,0,0,0,0
pudgey,0,1,0,0,0,0
tortola,0,0,0,0,0,1
alexson,0,0,0,0,0,1
bassinger,0,1,0,0,0,0
birring,0,0,1,0,0,0
mathews,0,1,0,0,0,0
eduardo,0,1,0,1,0,0
zayas,0,0,0,1,0,0
emeritus,0,0,0,1,0,0
poole,0,1,0,0,0,0
peony,1,1,0,0,0,0
helpbut,0,1,0,0,0,0
calmas,0,1,0,0,0,0
kepteye,0,1,0,0,0,0
withthis,0,1,0,0,0,0
suspired,1,0,0,0,0,0
ooey,0,1,0,0,0,0
conway,0,0,1,1,0,0
spideys,0,0,0,1,0,0
shrieked,0,0,1,0,1,0
reverberations,0,0,0,0,1,0
epect,0,1,0,0,0,0
dramatization,0,0,0,0,1,0
cattiva,0,1,0,0,0,0
waldenbooks,0,2,0,0,0,0
lateral,1,1,0,1,0,0
bridgette,0,1,0,0,0,0
clementineandnellie,1,0,0,0,0,0
hideakis,1,0,0,0,0,0
zucker,1,0,0,0,0,0
akld,0,0,0,1,0,0
savviness,1,0,0,0,0,0
coughlin,0,0,0,0,1,0
sclerophyll,0,1,0,0,0,0
margaery,0,0,1,0,0,0
adha,0,0,0,0,0,1
mezzo,0,1,0,0,0,0
phanie,0,1,0,0,0,0
doustrac,0,1,0,0,0,0
jeannines,0,0,1,0,0,0
angelversary,0,0,1,0,0,0
credential,1,0,0,0,0,0
outsprinted,0,0,1,0,0,0
prioritised,1,0,0,0,0,0
scarey,0,0,0,1,0,0
offened,0,1,0,0,0,0
vitriolic,0,0,0,1,0,0
corroborated,0,1,0,0,0,0
labyrinths,0,1,0,0,0,0
hollier,0,0,0,1,0,0
ibans,0,0,0,1,0,0
anarchopunk,1,0,0,0,0,0
downplayed,2,0,0,0,0,0
naboo,1,0,0,0,0,0
conservatorie,0,1,0,0,0,0
niether,0,0,0,0,0,1
aerys,0,0,0,0,0,1
notea,0,1,0,0,0,0
piven,0,1,0,0,0,0
pacinos,0,1,0,0,0,0
godsake,0,1,0,0,0,0
catfishing,0,1,0,0,0,0
ahve,2,2,0,0,0,0
beloveds,0,1,0,0,0,0
approx,0,1,0,0,0,0
eeek,0,0,0,1,0,0
sleeeeeeeeep,0,0,0,1,0,0
nantes,0,1,0,0,0,0
brockport,0,0,0,0,1,0
switcher,0,0,0,0,1,0
suny,0,0,0,0,1,0
kriv,1,0,0,0,0,0
dol,0,1,0,0,0,0
solicitation,0,0,0,1,0,0
uncleaniness,0,0,0,1,0,0
willa,1,0,0,0,0,0
bulbasaur,0,1,0,0,0,0
takeout,0,1,0,0,0,0
cerain,0,0,0,1,0,0
ratios,0,2,0,2,0,0
blobbed,1,0,0,0,0,0
sarai,0,0,0,1,0,0
starbuck,0,1,0,0,0,0
dumbbells,1,0,0,1,0,0
bic,0,0,0,0,1,0
econoline,1,0,0,0,1,0
waterman,0,0,0,0,1,0
ritepoint,0,0,0,0,1,0
sightedness,0,1,0,0,0,0
rosss,0,1,0,0,0,0
abad,0,0,0,1,0,0
caseload,1,0,0,0,0,0
ode,0,1,0,0,0,0
doughnuts,0,1,1,0,0,0
meetups,0,1,0,1,0,0
ngm,0,0,1,0,0,0
mootools,1,0,0,0,0,0
cakephp,1,0,0,0,0,0
paperdolldesignsblog,0,0,0,1,0,0
ibook,1,0,0,0,1,0
razzle,0,1,0,0,0,0
twiiter,0,1,0,0,0,0
jelouse,0,1,0,0,0,0
dollshouse,0,1,0,0,0,0
straggly,1,0,0,0,0,0
aficianados,0,1,0,0,0,0
anthropomorphism,0,1,0,0,1,0
sanae,0,0,0,0,1,0
soukaina,0,0,0,0,1,0
zuhir,0,0,0,0,1,0
remembrances,0,0,0,1,1,0
sids,0,1,0,0,1,0
whoel,1,0,0,0,0,0
someoneintrospection,0,1,0,0,0,0
reynauds,1,0,0,0,0,0
peacemakers,0,1,0,0,0,0
maclaurin,0,1,0,0,0,0
funloving,0,1,0,0,0,0
waging,0,0,0,2,1,0
pitted,0,0,0,1,1,0
thrm,1,0,0,0,0,0
leseanmccoy,0,0,0,0,0,1
evgeni,0,1,0,0,0,0
malkin,0,1,0,0,0,0
doit,0,0,1,0,0,0
mmorpg,1,1,0,0,0,0
outshining,1,0,0,0,0,0
untrieds,0,0,0,0,1,0
neigh,0,0,1,0,0,0
yoder,2,0,0,0,0,0
blacksburg,0,0,1,0,0,0
mirtazapine,1,0,0,0,0,0
bumpin,0,1,0,0,0,0
plotline,1,0,0,0,0,1
carrera,0,1,1,0,0,0
itme,0,0,0,0,1,0
yasashi,1,0,0,0,0,0
omoe,1,0,0,0,0,0
domo,1,0,0,0,0,0
tobitachi,1,0,0,0,0,0
kanetsu,1,0,0,0,0,0
arane,1,0,0,0,0,0
pedagogy,0,1,0,0,0,0
nolas,0,1,0,0,0,0
materfamiliasknits,0,1,0,0,0,0
sumptuous,0,1,0,0,1,0
perennially,1,0,0,0,0,0
leeloo,1,0,0,0,0,0
maisel,0,1,0,0,0,0
lichen,1,0,0,0,0,0
chaparral,1,0,0,0,0,0
dpiui,0,2,0,0,0,0
accessorise,1,1,0,0,0,0
posessions,0,1,0,0,0,0
knkow,0,1,0,0,0,0
loudspeakers,0,0,0,0,0,1
haa,0,0,0,1,0,0
motorcylce,1,0,0,0,0,0
jdrf,0,0,1,0,0,0
cwd,0,0,1,0,0,0
jaynes,1,0,0,0,0,0
sully,0,1,0,0,0,0
substation,0,1,0,0,0,0
stampotiquedesignerschallenge,0,0,0,1,0,0
sickbed,1,0,0,0,0,0
odc,0,1,0,0,0,0
depresssed,0,0,0,0,1,0
cruciatus,0,0,0,1,1,0
trills,0,2,0,0,0,0
sacra,0,1,0,0,0,0
unisim,0,1,0,0,0,0
broiler,0,0,0,1,0,0
stablemates,0,0,0,0,0,1
pawing,0,0,0,0,0,1
yahrzeit,0,1,0,0,0,0
menorahs,0,1,0,0,0,0
laker,0,0,1,1,0,0
techs,1,0,0,1,0,0
qra,0,1,0,0,0,0
rogainers,0,1,0,0,0,0
bimbo,1,2,0,0,1,0
risist,0,1,0,0,0,0
intelligance,0,1,0,0,0,0
chromosomes,1,0,0,1,0,0
debased,1,0,0,1,0,0
stoller,0,0,1,0,0,0
audible,1,0,0,0,1,0
nces,0,1,0,0,0,0
pistorius,0,0,0,1,0,0
turtleneck,1,0,0,0,0,0
undershirts,1,0,0,0,0,0
yadhaven,0,0,0,1,0,0
lathes,0,0,1,0,0,0
clearminded,0,1,0,0,0,0
belching,1,0,0,0,0,0
regurgitation,2,0,0,0,0,0
finall,0,1,1,0,0,0
knwing,1,0,0,0,0,0
nthing,1,0,0,0,0,0
plastikan,1,0,0,0,0,0
zipline,0,1,0,0,0,0
velociraptors,0,1,0,0,0,0
rahh,0,0,0,1,0,0
duds,2,0,0,0,0,0
gruuber,0,0,0,0,1,0
bananya,1,0,0,0,0,0
waterworks,0,1,0,0,0,0
satnav,1,0,0,0,0,0
ascendancy,0,0,0,0,0,1
abani,0,0,0,0,1,0
akashic,0,0,0,0,1,0
lamborghini,1,0,0,0,0,0
dungarees,0,1,0,0,0,0
buttes,0,1,0,0,0,0
mesas,0,1,0,0,0,0
hense,1,0,0,0,0,0
fliddy,0,0,0,1,0,0
downgrading,0,0,0,1,1,0
dalszovegkereso,1,0,0,0,0,0
foreseeably,0,1,0,0,0,0
gob,1,0,0,0,0,1
terracotta,0,1,0,0,0,0
floundered,0,1,0,0,0,0
desparate,0,2,0,1,0,0
wemberly,0,0,0,0,1,0
hulking,0,0,0,0,0,1
skelly,1,0,0,0,0,0
blahx,0,0,0,0,1,0
tinny,0,0,0,0,1,0
eventful,0,2,0,0,0,0
permanately,1,0,0,0,0,0
indeedly,0,1,0,0,0,0
drunkeness,0,1,0,0,0,0
folkeskole,1,0,0,0,0,0
deathwatch,0,1,1,0,0,0
seeit,1,0,0,0,0,0
alhumdulilah,0,1,0,0,0,0
awlgnalfnvsdlfns,0,0,0,0,1,0
fnv,0,0,0,0,1,0
scoared,0,1,0,0,0,0
ranked,0,2,0,2,0,0
rac,0,0,0,1,0,0
eneimies,0,0,1,0,0,0
foundry,0,2,0,0,0,0
whacks,0,0,1,0,0,0
disroeintated,0,1,0,0,0,0
csas,0,1,0,0,0,0
cripplingly,1,0,0,0,0,0
smb,0,1,0,0,0,0
fattymustrunmarathonchallenge,1,0,0,0,0,0
whoevers,1,1,0,0,1,0
expansiveperspective,0,1,0,0,0,0
halyey,0,0,0,1,0,0
mian,0,0,0,1,0,0
cutlet,0,1,0,1,0,0
dubied,0,1,1,0,0,0
olympian,0,3,0,0,0,0
nutri,1,0,0,0,0,0
responsability,0,1,1,0,0,0
kicky,0,0,0,1,0,0
cerrie,0,1,0,0,0,0
ciaooo,0,0,0,1,0,0
demote,0,1,1,0,0,0
aio,0,1,1,0,0,0
frier,0,1,0,0,0,0
unmotivation,0,0,0,1,0,0
cosatto,0,1,0,0,0,0
isofix,0,2,0,0,0,0
downher,0,0,0,1,0,0
allude,1,2,0,0,0,0
espousing,0,0,0,1,0,0
groupmates,0,2,0,0,0,0
farcical,0,0,0,0,1,0
raquel,1,0,0,0,0,0
indigestible,0,0,0,1,0,0
sayer,0,0,0,1,0,0
nicholeheady,0,1,0,0,0,0
rerun,0,1,0,0,0,0
flyfishing,0,1,0,0,0,0
mailtoconnell,0,1,0,0,0,0
birkin,0,0,1,0,0,0
rousseau,0,0,1,0,0,0
wesleys,0,1,0,0,0,0
pingu,0,1,0,0,0,0
baekhyunnie,0,0,0,0,0,1
dangerzone,0,1,0,0,0,0
daimyo,0,0,0,0,1,0
javu,0,1,1,0,0,0
abuwhosville,1,0,0,0,0,0
ghraib,1,0,0,0,0,0
nessie,2,0,0,0,0,0
tantamount,1,0,0,1,0,0
lnico,1,0,0,0,0,0
baggiest,0,1,0,0,0,0
creaping,0,0,0,1,0,0
ferreting,0,1,0,0,0,0
shrouds,0,1,0,0,0,0
hilarity,2,0,1,1,0,0
remaking,0,2,0,0,0,0
superbalm,0,0,1,0,0,0
tomes,1,1,0,0,1,0
sillies,0,1,0,0,0,0
recomm,0,1,0,0,0,0
exflatmate,0,1,0,0,0,0
akram,0,0,0,0,1,0
hayat,0,0,0,0,1,0
lovee,0,0,1,0,0,0
mauritania,0,1,0,0,0,0
nightbirds,0,2,0,0,0,0
statebird,0,1,0,0,0,0
splashdown,0,1,0,0,0,0
canseemypersonalaccount,0,0,0,1,0,0
canseewhatieatandshiteverydayonly,0,0,0,1,0,0
tokyopop,0,0,0,1,0,0
livelihoods,0,0,0,0,1,0
moonthirty,0,1,0,0,0,0
sues,0,0,0,0,1,0
timonthy,0,0,0,0,1,0
tiah,0,0,0,0,1,0
affectable,1,0,0,0,0,0
chatbox,0,1,0,0,1,0
tama,0,1,0,0,0,0
izaya,0,0,0,1,0,0
shizuo,0,0,0,1,0,0
vorona,0,0,0,1,0,0
eleventysevens,0,0,0,1,0,0
lehman,0,0,0,0,0,2
nicholass,0,1,0,0,0,0
earting,1,0,0,0,0,0
repertory,1,0,0,0,0,0
liese,0,1,0,0,0,0
hopelessy,1,0,0,0,0,0
chri,0,1,0,0,0,0
corporately,1,0,0,0,0,0
jointly,2,2,1,0,0,0
criterion,0,1,0,0,0,0
earnt,1,0,0,1,0,0
suckest,1,0,0,0,0,0
forawhile,1,0,0,0,0,0
blogcast,1,0,0,0,0,0
buzzfeed,1,0,0,0,0,0
rhony,0,1,0,0,0,0
gamerlimit,0,1,0,0,0,0
squicked,0,1,0,0,0,0
sheps,0,1,0,0,0,0
earthman,1,0,0,0,0,0
uppy,1,0,0,0,0,0
cochabamba,1,0,0,0,0,0
takagi,0,1,0,0,0,0
sayuki,0,1,0,0,0,0
otuman,0,0,0,1,0,0
jannah,0,0,0,1,0,0
googleplus,1,0,0,0,0,0
interventionnist,0,1,0,0,0,0
jetta,0,0,0,1,0,0
fml,1,1,0,0,0,0
squeezable,0,0,1,0,0,0
bloodletting,1,0,0,0,0,0
fontanas,0,1,0,0,0,0
otherness,1,1,0,0,0,0
roskam,1,0,0,0,0,0
limes,0,1,0,0,0,0
siss,0,1,0,0,0,0
fassbender,1,0,0,0,0,0
theron,1,0,0,0,0,0
clarys,1,0,0,0,0,0
devan,0,1,0,0,0,0
ishkhan,1,0,0,0,0,0
glenview,1,0,0,0,0,0
nonjudgmental,0,0,1,0,0,0
blurriness,1,0,0,0,0,0
bestaetigung,0,1,0,0,0,0
workmanship,0,1,0,0,0,1
thamm,0,1,0,0,0,0
raeg,1,0,0,0,0,0
follicle,0,1,0,0,0,0
superficiality,0,0,0,0,1,0
reassuringly,0,0,0,0,1,0
harrisons,0,1,1,0,0,0
anglophilic,0,1,0,0,0,0
splices,0,1,0,0,0,0
impermanent,0,1,0,0,0,0
agassi,1,0,0,0,1,0
dissapoint,3,0,0,0,0,0
aggrey,0,1,0,0,0,0
osas,0,1,0,0,0,0
bayelsa,0,1,0,0,0,0
hanky,1,1,0,1,0,0
bitsandtreats,0,1,0,0,0,0
picketing,0,1,1,0,0,0
hongki,1,0,0,0,0,0
flias,0,0,0,0,0,1
gigglesandsqueals,0,1,0,0,0,0
shallows,0,0,0,1,0,0
ksb,0,0,0,0,1,0
nextdoor,1,0,0,0,0,0
moonwalk,0,1,0,0,0,0
labyrinthine,0,1,0,0,0,0
judases,1,0,0,0,0,0
sanusi,0,0,0,0,1,0
fursuit,1,0,0,0,0,0
ayurvedic,0,1,0,0,0,0
allegation,2,0,0,0,0,0
vociferous,0,0,0,1,0,0
